ChemicalID,ChemicalName,drug_index
C571806,orteronel,5174
C511292,Ortho Evra,5175
C012465,oryzalin,5176
D053139,Oseltamivir,5177
C535162,oseltamivir carboxylate,5178
C096294,osemozotan,5179
C000596361,osimertinib,5180
D009993,Osmium Tetroxide,5181
C119141,Ospemifene,5182
C013173,osteum,5183
C046627,osthol,5184
C109513,OSU 6162,5185
C048593,otenzepad,5186
D010042,Ouabain,5187
C034653,Oviol,5188
D010068,Oxacillin,5189
D010069,Oxadiazoles,5190
D000077150,Oxaliplatin,5191
D010072,Oxamic Acid,5192
D010073,Oxamniquine,5193
D010074,Oxandrolone,5194
C037225,oxantel pamoate,5195
D000077431,Oxaprozin,5196
D010076,Oxazepam,5197
C476610,oxcarbamazepine,5198
D000078330,Oxcarbazepine,5199
C011030,oxfendazole,5200
C011321,oxibendazole,5201
D016627,Oxidopamine,5202
C026055,oxilofrine,5203
D010091,Oximes,5204
C015411,oxiperomide,5205
C431073,oxiplatin,5206
C040619,oxiracetam,5207
C017590,oxitropium,5208
C100059,oxophenarsine,5209
D010095,Oxotremorine,5210
C042743,oxotremorine M,5211
D010096,Oxprenolol,5212
C553002,OXT-328,5213
C005419,oxybutynin,5214
D010097,Oxyclozanide,5215
D010098,Oxycodone,5216
C514822,oxycodone-acetaminophen,5217
D010099,Oxyfedrine,5218
D010100,Oxygen,5219
C037573,oxymatrine,5220
D010109,Oxymetazoline,5221
D010110,Oxymetholone,5222
D010111,Oxymorphone,5223
C084589,oxypertine,5224
D010113,Oxyphenbutazone,5225
D010115,Oxyphenonium,5226
C000624958,oxyphylla A,5227
D010117,Oxypurinol,5228
D010118,Oxytetracycline,5229
D010121,Oxytocin,5230
C503788,Oxytrex,5231
C034364,ozagrel,5232
D010126,Ozone,5233
C012275,"P(1),P(5)-di(adenosine-5'-)pentaphosphate",5234
C552520,P7C3 compound,5235
C102487,pachymic acid,5236
D017239,Paclitaxel,5237
C543145,paederosidic acid methyl ester,5238
C013638,paeonol,5239
C458513,pafuramidine,5240
C080910,palbinone,5241
C500026,palbociclib,5242
C107199,palinavir,5243
D000068882,Paliperidone Palmitate,5244
D010165,Palladium,5245
C495872,palmarumycin JC1,5246
C495871,palmarumycin JC2,5247
C005413,palmatine,5248
C005958,palmidrol,5249
D019308,Palmitic Acid,5250
D010169,Palmitic Acids,5251
D000073878,Palm Oil,5252
C533469,palomid 529,5253
D000077924,Palonosetron,5254
D000077268,Pamidronate,5255
C004368,pamoic acid,5256
C103849,panamesine,5257
C519374,Panax notoginseng extract,5258
C055778,panaxydol,5259
C044997,pancratistatin,5260
D010197,Pancuronium,5261
C482884,panduratin A,5262
D000077767,Panobinostat,5263
C016030,pantogab,5264
D000077402,Pantoprazole,5265
D010205,Pantothenic Acid,5266
D010208,Papaverine,5267
C055514,"papaverine, phentolamine drug combination",5268
D053918,Papillomavirus Vaccines,5269
C462999,PAR-1-activating peptide,5270
D010242,Paraldehyde,5271
D010248,Paramethasone,5272
D010261,Paraoxon,5273
D010276,Parasympatholytics,5274
D010278,Parathion,5275
D010281,Parathyroid Hormone,5276
C480679,pardoprunox,5277
C409945,parecoxib,5278
C017652,paregoric,5279
C013364,pargolol,5280
D010293,Pargyline,5281
C084656,paricalcitol,5282
C585405,paritaprevir,5283
D010303,Paromomycin,5284
D017374,Paroxetine,5285
C002669,parthenolide,5286
D052638,Particulate Matter,5287
C517782,pasireotide,5288
C052983,patchouli alcohol,5289
C516667,pazopanib,5290
C066024,PCA 4248,5291
C000720847,PCC-0105002,5292
C495469,p-coumaric acid,5293
C416023,PC protocol,5294
C042234,PCV protocol,5295
C497431,PD-0200347,5296
C054718,PD 117302,5297
C073402,PD 123319,5298
C077645,PD 136450,5299
C082887,PD 145065,5300
C457999,PD 148903,5301
C117269,PD 149163,5302
C100442,PD 150606,5303
C115711,PD 173074,5304
C475178,PD 198306,5305
D010368,Pectins,5306
C084241,pedunculoside,5307
C059259,PEEC protocol,5308
D015366,Pefloxacin,5309
C495058,pegaptanib,5310
C042705,pegaspargase,5311
C455861,pegfilgrastim,5312
C100416,peginterferon alfa-2a,5313
C417083,peginterferon alfa-2b,5314
C031545,Pegloticase,5315
C047331,peiminine,5316
C066957,pelargonidin,5317
C078485,pelargonidin-3-glucoside,5318
D000068437,Pemetrexed,5319
C055139,pemirolast,5320
D010389,Pemoline,5321
D010393,Pempidine,5322
D010394,Penbutolol,5323
C053539,penciclovir,5324
D010395,Penfluridol,5325
D010396,Penicillamine,5326
D010400,Penicillin G,5327
D010401,Penicillin G Benzathine,5328
D010402,Penicillin G Procaine,5329
D010406,Penicillins,5330
D010404,Penicillin V,5331
C064764,PENTA,5332
C074968,pentaacetyl geniposide,5333
D010416,Pentachlorophenol,5334
D010417,Pentaerythritol Tetranitrate,5335
C435084,pentagalloylglucose,5336
D010418,Pentagastrin,5337
C014147,pentamethonium,5338
D010419,Pentamidine,5339
C539419,pentanedioic acid imidazolyl ethanamide,5340
D010423,Pentazocine,5341
D004369,Pentetic Acid,5342
C492521,pentifin,5343
D010424,Pentobarbital,5344
D010425,Pentolinium Tartrate,5345
D010426,Pentosan Sulfuric Polyester,5346
D015649,Pentostatin,5347
D010431,Pentoxifylline,5348
C434604,pentyl-4-yn-valproic acid,5349
D010433,Pentylenetetrazole,5350
C480521,peonidin 3-glucoside,5351
C015423,peoniflorin,5352
C015424,peppermint oil,5353
D010440,Peptichemio,5354
D010455,Peptides,5355
D010456,"Peptides, Cyclic",5356
C551441,perampanel,5357
D010464,Perazine,5358
C078626,perflexane,5359
C023036,perfluorooctanoic acid,5360
C011272,perfosfamide,5361
D010479,Pergolide,5362
D010480,Perhexiline,5363
C023470,perhexiline maleate,5364
C084584,periciazine,5365
C105905,perifosine,5366
C058216,perilla seed oil,5367
C032208,perillyl alcohol,5368
D020913,Perindopril,5369
C053500,perindoprilat,5370
C004282,periodate-oxidized adenosine 5'-triphosphate,5371
D026023,Permethrin,5372
C065533,perospirone,5373
C069276,peroxovanadate,5374
C512862,peroxycarbonic acid,5375
D010546,Perphenazine,5376
C539977,perphenazine GABA ester,5377
C574057,perthamide C,5378
D037342,Pertussis Toxin,5379
D010567,Pertussis Vaccine,5380
C025080,Peruvian balsam,5381
C543033,PET regimen,5382
C118309,petrosaspongiolide m,5383
C473206,petunidin,5384
C542342,pexacerfont,5385
C000600259,pexidartinib,5386
C000603674,PF-06687252,5387
C573330,PF-543,5388
C062400,PFL protocol,5389
C000593032,PGW5 compound,5390
C104857,PH 163,5391
C542398,PH 797804,5392
C052329,phaclofen,5393
C526145,Phellinus linteus extract,5394
C104601,phellopterin,5395
C005396,phenacemide,5396
D010617,Phenanthridines,5397
C040601,phenanthridone,5398
C017928,phenazepam,5399
D010620,Phenazocine,5400
D010621,Phenazopyridine,5401
D010622,Phencyclidine,5402
C100294,phendimetrazine,5403
D010624,Phenelzine,5404
C100209,phenethicillin,5405
C029261,phenethylamine,5406
C058305,phenethyl isothiocyanate,5407
D010629,Phenformin,5408
C015429,phenidone,5409
D010630,Phenindione,5410
D010632,Pheniramine,5411
D010633,Phenmetrazine,5412
D010634,Phenobarbital,5413
D019800,Phenol,5414
D010638,Phenoperidine,5415
C031637,phenothiazine,5416
D010640,Phenothiazines,5417
C471183,phenoxodiol,5418
D010642,Phenoxyacetates,5419
D010643,Phenoxybenzamine,5420
D010644,Phenprocoumon,5421
C092280,phenserine,5422
D010645,Phentermine,5423
D010646,Phentolamine,5424
C025136,phenylacetic acid,5425
C113202,phenylalanyl corticotropin-releasing factor (12-41),5426
C049352,phenylalanyl-cyclo(cysteinyltyrosyl-tryptophyl-ornithyl-threonyl-penicillamine)threoninamide,5427
C040500,phenylalanylglycine,5428
C050815,phenylalanyl-prolyl-arginine chloromethyl ketone-thrombin,5429
C029322,phenylbenzoquinone,5430
C008846,phenyl biguanide,5431
D010653,Phenylbutazone,5432
D010654,Phenylbutyrates,5433
D010656,Phenylephrine,5434
D010657,Phenylethylmalonamide,5435
C030299,phenylhydrazine,5436
D010660,Phenylisopropyladenosine,5437
D010662,Phenylmercuric Acetate,5438
D010664,Phenylmethylsulfonyl Fluoride,5439
C029217,phenyl-N-tert-butylnitrone,5440
D010665,Phenylpropanolamine,5441
D010666,Phenylpropionates,5442
D010667,Phenylpyruvic Acids,5443
D010672,Phenytoin,5444
C075528,phillyrin,5445
D010693,Phloretin,5446
C000603415,phloretin isonicotinyl hydrazone,5447
D010695,Phlorhizin,5448
D010696,Phloroglucinol,5449
C405142,pholidotin,5450
D010710,Phosphates,5451
D010713,Phosphatidylcholines,5452
D010718,Phosphatidylserines,5453
C527365,phosphoaspirin,5454
D010725,Phosphocreatine,5455
D058988,Phosphodiesterase 4 Inhibitors,5456
D010726,Phosphodiesterase Inhibitors,5457
D064801,Phospholipase A2 Inhibitors,5458
C120158,phosphomannopentaose sulfate,5459
C008890,phosphoramidon,5460
C030242,phosphoric acid,5461
D054735,Phosphorothioate Oligonucleotides,5462
D016226,"Phosphorus, Dietary",5463
D017319,Photosensitizing Agents,5464
D010793,Phthalazines,5465
D010798,Phycocyanin,5466
D010799,Phycoerythrin,5467
C586240,physapubescin B,5468
D010830,Physostigmine,5469
C026718,physostigmine salicylate,5470
D010833,Phytic Acid,5471
D064209,Phytochemicals,5472
C062985,phytochlorin,5473
D048789,Phytoestrogens,5474
C003140,phytofluene,5475
D010836,Phytol,5476
D010840,Phytosterols,5477
C522973,PI103,5478
C000726939,PI-3065,5479
C438724,PIAF regimen,5480
D010844,Picibanil,5481
C087566,piclamilast,5482
C510463,Piclozotan,5483
C030614,picolinic acid,5484
C000625506,picrasidine I,5485
C415032,picropodophyllin,5486
C416837,picroside II,5487
D010852,Picrotoxin,5488
C539975,pien tze huang,5489
C121565,pifithrin,5490
D010862,Pilocarpine,5491
C042288,pilsicainide,5492
C004479,pimagedine,5493
C510793,pimavanserin,5494
C117268,pimecrolimus,5495
C041648,pimobendan,5496
C033815,pimonidazole,5497
D010868,Pimozide,5498
D020110,Pinacidil,5499
D010869,Pindolol,5500
C021730,pinitol,5501
C016063,pinocembrin,5502
C013200,pinoresinol diglucoside,5503
C411294,pinostrobin,5504
C049032,pinosylvin,5505
D000077205,Pioglitazone,5506
C005569,pipamperone,5507
C067601,piperacetazine,5508
D010878,Piperacillin,5509
D000077725,"Piperacillin, Tazobactam Drug Combination",5510
D000077489,Piperazine,5511
D010879,Piperazines,5512
D010880,Piperidines,5513
C008922,piperine,5514
C498077,piperlongumine,5515
D010882,Piperonyl Butoxide,5516
D010883,Piperoxan,5517
D010885,Pipobroman,5518
C000121,pipoxolan,5519
D010889,Piracetam,5520
C027260,pirarubicin,5521
C009118,pirbuterol,5522
C034177,pirenperone,5523
D010890,Pirenzepine,5524
C015451,piretanide,5525
C093844,pirfenidone,5526
D010891,Piribedil,5527
D010892,Pirinitramide,5528
C006253,pirinixic acid,5529
C009830,pirlindole,5530
C024318,pirmenol,5531
C052599,piroctone olamine,5532
C046659,piroxantrone,5533
D010894,Piroxicam,5534
C039686,piroximone,5535
C008924,pirprofen,5536
C581170,pistagremic acid,5537
C108475,pitavastatin,5538
C516975,pitolisant,5539
D010918,Pizotyline,5540
C037850,PK 11195,5541
C538949,PKF115-584,5542
C548732,PKF118-310,5543
C410026,PKI 166,5544
C421173,plantamajoside,5545
C442842,"plant extract, Puerariae Radix",5546
D010936,Plant Extracts,5547
D010938,Plant Oils,5548
D028321,Plant Preparations,5549
D010952,Plasma Substitutes,5550
C013649,plastochromanol 8,5551
D010971,Plastoquinone,5552
D010975,Platelet Aggregation Inhibitors,5553
D010984,Platinum,5554
D017671,Platinum Compounds,5555
C548432,platycodigenin 3-O-(glucopyranosyl-(1-3)-glucopyranosyl)-28-O-(apiofuranosyl-(1-3)-xylopyranosyl-(1-4)-rhamnopyranosyl-(1-2)-arabinopyranoside),5556
C108953,platycodin D,5557
C431483,platycodin D3,5558
C576414,platyconic acid,5559
C047686,plaunotol,5560
C115201,pleconaril,5561
C088327,plerixafor,5562
D008926,Plicamycin,5563
C098980,plitidepsin,5564
C014758,plumbagin,5565
D003189,p-Methoxy-N-methylphenethylamine,5566
C498513,PNU-282987,5567
C094150,podocarpusflavone A,5568
D011034,Podophyllotoxin,5569
C061957,polaprezinc,5570
D000077423,Polidocanol,5571
C031233,polihexanide,5572
C477961,poliothrysoside,5573
D020442,Poloxamer,5574
D011073,Polyamines,5575
C017645,polyaspartate,5576
C058229,polydatin,5577
D011089,Polydeoxyribonucleotides,5578
D011090,Polyenes,5579
C008958,polyestradiol phosphate,5580
C000595212,polyethylene glycol 3350,5581
C009314,polyethylene glycol monostearate,5582
C103117,polyethylene glycol-recombinant human megakaryocyte growth and development factor,5583
D011092,Polyethylene Glycols,5584
C063471,polyethylene glycol-superoxide dismutase,5585
D011068,Poly G,5586
C067722,polygalacic acid,5587
D011097,Polygeline,5588
C034380,polygodial,5589
D011070,Poly I-C,5590
D000077182,Polylactic Acid-Polyglycolic Acid Copolymer,5591
D011107,Polylysine,5592
D011112,Polymyxin B,5593
C077064,polyoxyethylene-superoxide dismutase,5594
D059808,Polyphenols,5595
C472086,polyphenon E,5596
C010770,polysaccharide-K,5597
D011134,Polysaccharides,5598
D011135,"Polysaccharides, Bacterial",5599
C493322,Poly(sebacic acid-co-ricinoleic acid),5600
D011139,Polythiazide,5601
D011142,Polyvinyl Alcohol,5602
C467566,pomalidomide,5603
C045495,POMP protocol,5604
C042829,ponalrestat,5605
C545373,ponatinib,5606
C119641,poncirin,5607
C009000,pontamine sky blue,5608
D011166,Porphyrins,5609
C101425,posaconazole,5610
C055448,posatirelin,5611
D011188,Potassium,5612
C066638,potassium ascorbyl tocopheryl phosphate,5613
C039004,potassium bromide,5614
D011189,Potassium Chloride,5615
D019357,Potassium Citrate,5616
D011192,Potassium Dichromate,5617
D017419,"Potassium, Dietary",5618
D011193,Potassium Iodide,5619
C066902,potassium-magnesium citrate,5620
C489337,potassium oxonate,5621
C009006,potassium perchlorate,5622
C108326,pozanicline,5623
C572919,PP242,5624
C418366,PP regimen,5625
D045542,PQQ Cofactor,5626
D011217,Practolol,5627
C441070,praeruptorin A,5628
C058808,praeruptorin C,5629
D011219,Prajmaline,5630
C028797,pralidoxime,5631
D011220,Pralidoxime Compounds,5632
C432807,pramanicin,5633
D000077487,Pramipexole,5634
C047681,pranlukast,5635
C002616,pranolium,5636
D000068799,Prasugrel Hydrochloride,5637
D017035,Pravastatin,5638
D011222,Prazepam,5639
D011223,Praziquantel,5640
D011224,Prazosin,5641
C026539,preclamol,5642
C035287,prednicarbate,5643
D011238,Prednimustine,5644
D011239,Prednisolone,5645
C009935,prednisolone acetate,5646
C021322,prednisolone hemisuccinate,5647
C009022,prednisolone phosphate,5648
D011241,Prednisone,5649
D000069583,Pregabalin,5650
C023617,"pregna-4,17-diene-3,16-dione",5651
D011280,Pregnanolone,5652
D011284,Pregnenolone,5653
D011285,Pregnenolone Carbonitrile,5654
C018370,pregnenolone sulfate,5655
D011299,Prenylamine,5656
C053347,prenylamine lactate,5657
D011318,Prilocaine,5658
D011319,Primaquine,5659
D011324,Primidone,5660
C498945,prim-O-glucosylcimifugin,5661
D025762,Pristinamycin,5662
C024293,prizidilol,5663
D011335,Proadifen,5664
C013221,proanthocyanidin,5665
D044945,Proanthocyanidins,5666
D011339,Probenecid,5667
D011341,Probucol,5668
D011342,Procainamide,5669
D011343,Procaine,5670
D011344,Procarbazine,5671
D017265,Procaterol,5672
D011346,Prochlorperazine,5673
C479579,procyanidin B1,5674
C479580,procyanidin B2,5675
D011352,Procyclidine,5676
C065249,pro-diazepam,5677
D011353,Prodigiosin,5678
D011354,Prodigiozan,5679
C084820,profenamine,5680
C017985,progabide,5681
D011374,Progesterone,5682
D045167,Progesterone Congeners,5683
D011372,Progestins,5684
D002727,Proguanil,5685
C017677,proligestone,5686
C066229,prolinedithiocarbamate,5687
C551701,prolyl-glycyl-prolyl-leucine,5688
C052846,PROMACE-CytaBOM protocol,5689
D011395,Promazine,5690
C097962,ProMECE-CytaBOM protocol,5691
C487928,Promensil,5692
D011398,Promethazine,5693
C084832,pronethalol,5694
C063776,propacetamol,5695
D011405,Propafenone,5696
C066750,propagermanium,5697
D011412,Propanolamines,5698
C009055,propargylglycine,5699
C032114,propentofylline,5700
C045950,propiconazole,5701
C087283,propinox,5702
C003223,propionylcarnitine,5703
C045930,propisomide,5704
C015586,propiverine,5705
D015742,Propofol,5706
D011429,Propolis,5707
D011433,Propranolol,5708
D019946,Propylene Glycol,5709
D011435,Propyl Gallate,5710
C006068,propylparaben,5711
D011441,Propylthiouracil,5712
C009143,proroxan,5713
C101246,prosaptide,5714
D011447,Prospidium,5715
C573121,ProstaCaid,5716
C100573,prostaglandin A1,5717
D015230,Prostaglandin D2,5718
D011453,Prostaglandins,5719
D011458,Prostaglandins E,5720
D011461,"Prostaglandins F, Synthetic",5721
D011465,"Prostaglandins, Synthetic",5722
C494124,"protein-bound polysaccharide K, Basidiomycetes",5723
D047428,Protein Kinase Inhibitors,5724
C025667,prothrombin complex concentrates,5725
C005581,protocatechualdehyde,5726
C009091,protocatechuic acid,5727
C531013,protocatechuic acid methyl ester,5728
C095781,protolichesterinic acid,5729
D054328,Proton Pump Inhibitors,5730
C062916,protopanaxadiol,5731
C081552,protopanaxatriol,5732
C028025,protoporphyrin IX,5733
C090723,protosappanin A,5734
D011526,Protoveratrines,5735
D011530,Protriptyline,5736
C005717,proxymetacaine,5737
C003237,proxyphylline,5738
C406662,prucalopride,5739
C074191,prulifloxacin,5740
C083295,prunetin,5741
C456319,PS1145,5742
D054199,Pseudoephedrine,5743
C413985,pseudoginsenoside F11,5744
C058391,pseudolaric acid B,5745
C051766,psychotridine,5746
D011620,Psyllium,5747
C477478,PT-100 dipeptide,5748
D011621,Pteridines,5749
C107773,pterostilbene,5750
C034912,puag-haad,5751
C033607,puerarin,5752
C000588664,Pulsatilla saponin A,5753
C063729,pumilacidin,5754
C526689,punarnavine,5755
C115642,punicalagin,5756
C519714,punicic acid,5757
D058915,Purinergic P1 Receptor Antagonists,5758
C470893,purmorphamine,5759
C511975,purpurin anthraquinone,5760
C479122,putranjivain A,5761
C034483,PVB protocol,5762
C547322,((Py-3')TPP-Ru(phen)2Cl)Cl,5763
C572726,pycnidione,5764
C024070,pycnogenols,5765
C562348,pyeongwee-san extract,5766
D011713,Pyran Copolymer,5767
C043940,pyranoprofen,5768
D011715,Pyrantel,5769
D011716,Pyrantel Pamoate,5770
D011717,Pyrantel Tartrate,5771
D011718,Pyrazinamide,5772
D011719,Pyrazines,5773
C100279,pyrazinobutazone,5774
C002997,pyrazofurin,5775
C432165,pyrazolanthrone,5776
C031280,pyrazole,5777
D011720,Pyrazoles,5778
D011722,Pyrethrins,5779
C023666,pyridine,5780
D011725,Pyridines,5781
D011726,Pyridinium Compounds,5782
D011729,Pyridostigmine Bromide,5783
D011730,Pyridoxal,5784
D011732,Pyridoxal Phosphate,5785
C077792,"pyridoxal phosphate-6-azophenyl-2',4'-disulfonic acid",5786
C059414,pyridoxal phosphate gamma-aminobutyric acid,5787
D011733,Pyridoxamine,5788
D011736,Pyridoxine,5789
D011738,Pyrilamine,5790
D011739,Pyrimethamine,5791
C009131,pyrimidin-2-one beta-ribofuranoside,5792
D011741,Pyrimidine Nucleosides,5793
D011743,Pyrimidines,5794
D011744,Pyrimidinones,5795
C055613,pyriproxyfen,5796
C010423,pyrithione zinc,5797
D011746,Pyrithioxin,5798
C021597,pyro(l-alpha-aminoadipyl)-L-histidyl-L-thiazolidine-4-carboxamide,5799
D011758,Pyrroles,5800
C020972,pyrrolidine dithiocarbamic acid,5801
D011759,Pyrrolidines,5802
D011761,Pyrrolidonecarboxylic Acid,5803
D019289,Pyruvic Acid,5804
C047115,pyruvic acid semicarbazone,5805
C047116,pyruvic acid thiosemicarbazone,5806
C024631,pyrvinium,5807
C530394,qiangxin,5808
C526714,qidan,5809
C000728228,Qilong,5810
C530990,Qingdai compound,5811
C528245,qingdu,5812
C570774,qinghuang,5813
C504928,Qingkailing,5814
C000594493,qingre zaoshi liangxue fang,5815
C587274,Qing Ye Dan,5816
C528580,qishen yiqi,5817
C035969,quadazocine,5818
C025130,quazepam,5819
C079163,quercetagetin,5820
D011794,Quercetin,5821
C110309,quercetin 3-O-glucopyranoside,5822
C443401,quercetin 3-O-glucuronide,5823
C012526,quercitrin,5824
D000069348,Quetiapine Fumarate,5825
C035739,Quin2,5826
C037907,quinacainol,5827
D011796,Quinacrine,5828
C046650,quinagolide,5829
D000077583,Quinapril,5830
C054501,quinaprilat,5831
D011799,Quinazolines,5832
D052999,Quinazolinones,5833
C047726,quinelorane,5834
C017700,quinetolate,5835
D011801,Quinic Acid,5836
D011802,Quinidine,5837
C009764,quinidine bisulfate,5838
C034410,"quinidine, verapamil drug combination",5839
D011803,Quinine,5840
C502851,quinocetone,5841
D011804,Quinolines,5842
D017378,Quinolinic Acid,5843
D011806,Quinolinium Compounds,5844
C004532,quinone,5845
D011810,Quinoxalines,5846
D019257,Quinpirole,5847
C028338,quinupramine,5848
C062940,quinupristin-dalfopristin,5849
D011814,Quipazine,5850
C477202,quizalofop,5851
C544967,quizartinib,5852
C012639,R 111,5853
C546413,"R-1,1,1-trifluoro-4-(5-fluoro-2,3-dihydrobenzofuran-7-yl)-4-methyl-2-(((2-methyl-5-quinolyl)amino)methyl)pentan-2-ol",5854
C406527,R 115866,5855
C400708,R116301,5856
C412383,R 121919,5857
C054551,R 56865,5858
C582845,R-7050,5859
C012637,R 97,5860
D064750,Rabeprazole,5861
C049331,racecadotril,5862
C075889,Racivir,5863
D020891,Raclopride,5864
D011838,Radiation-Sensitizing Agents,5865
C581106,radium Ra 223 dichloride,5866
C400294,radolmidine,5867
D011888,Rafoxanide,5868
C432703,ragaglitazar,5869
C054894,Ralitoline,5870
D020849,Raloxifene Hydrochloride,5871
D000068898,Raltegravir Potassium,5872
C068874,raltitrexed,5873
C570208,Ramalin,5874
C063119,ramatroban,5875
C495910,ramelteon,5876
D017257,Ramipril,5877
C052549,ramiprilat,5878
C071315,ramosetron,5879
D011899,Ranitidine,5880
C073340,ranitidine bismuth citrate,5881
D000069458,Ranolazine,5882
C031967,rasagiline,5883
C035522,raspberry ketone,5884
C005709,raubasine,5885
C500057,razaxaban,5886
D011929,Razoxane,5887
C074024,RB 101,5888
C571759,R-CHOP protocol,5889
C540715,RD162 compound,5890
D017382,Reactive Oxygen Species,5891
C052785,rebamipide,5892
C025474,rebaudioside A,5893
D000077593,Reboxetine,5894
C075655,Recombivax HB,5895
C117343,red yeast rice,5896
C000591895,reevesioside A,5897
C585486,reevesioside F,5898
C559147,regorafenib,5899
C067553,remacemide,5900
C000606551,remdesivir,5901
D000077208,Remifentanil,5902
C065581,remikiren,5903
D017330,Remoxipride,5904
C450800,ReN 1869,5905
C099689,Rennie,5906
C072867,ren-shen-yang-rong-tang,5907
C033437,rentiapril,5908
C072379,repaglinide,5909
C111221,repinotan hydrochloride,5910
D012110,Reserpine,5911
C024353,resiniferatoxin,5912
C518399,resolvin D1,5913
C545423,resolvin D2,5914
C000627899,resorcinolnaphthalein,5915
D000077185,Resveratrol,5916
C087896,reteplase,5917
C540615,retigeric acid B,5918
D012172,Retinaldehyde,5919
D012176,Retinoids,5920
C009166,retinol acetate,5921
C014794,retinol palmitate,5922
C009167,retinylamine,5923
C539676,"rEV576 protein, tick",5924
C583570,revefenacin,5925
D018894,Reverse Transcriptase Inhibitors,5926
C094240,reviparin,5927
C105328,RG 13965,5928
C000603861,RGFP966,5929
C023538,rhapontin,5930
C020491,rhein,5931
C101598,rhenium-186 HEDP,5932
C009172,rhodioloside,5933
C089378,rhoifolin,5934
C052714,rhyncophylline,5935
D012254,Ribavirin,5936
D012256,Riboflavin,5937
C034206,Ribomunyl,5938
C009674,"ribosome inactivating protein, Viscum",5939
C547185,riccardin D,5940
D000073879,Rice Bran Oil,5941
C572255,ricolinostat,5942
D017828,Rifabutin,5943
D012293,Rifampin,5944
C023808,rifamycin SV,5945
D000078262,Rifaximin,5946
D000077769,Rilmenidine,5947
D019782,Riluzole,5948
D012299,Rimantadine,5949
C034931,rimcazole,5950
D000077285,Rimonabant,5951
D000068296,Risedronic Acid,5952
D018967,Risperidone,5953
D016713,Ritanserin,5954
D012312,Ritodrine,5955
D019438,Ritonavir,5956
D000069552,Rivaroxaban,5957
D000068836,Rivastigmine,5958
C093622,rizatriptan,5959
C089876,RMP 7,5960
C544743,RN 1734,5961
C523946,"(R)-N-cycloheptyl-6-((((tetrahydro-2-furyl)methyl)amino)methyl)thieno(2,3-d)pyrimidin-4-ylamine",5962
C038717,Ro 07-1902,5963
C042957,Ro 15-4513,5964
C076809,Ro 19-8022,5965
C064183,Ro 23-7553,5966
C086492,Ro 24-5531,5967
C062764,Ro 31-6930,5968
C071721,Ro 41-0960,5969
C084904,Ro 41-5253,5970
C507242,Ro4368554,5971
C114163,Ro 4-6790,5972
C583451,RO5166017,5973
C103848,Ro 60-0175,5974
C110196,Ro 61-8048,5975
C403132,Ro 64-0802,5976
C108607,robalzotan,5977
C005183,robinin,5978
C116328,robustaflavone,5979
C021082,rociverine,5980
D000077123,Rocuronium,5981
C116926,rofecoxib,5982
C424423,Roflumilast,5983
D020889,Rolipram,5984
D012382,Rolitetracycline,5985
C073525,rolofylline,5986
C087123,romidepsin,5987
C488777,romiplostim,5988
C046649,ropinirole,5989
D000077212,Ropivacaine,5990
C006249,ropizine,5991
C045282,roquinimex,5992
C051431,rosamultin,5993
D000077546,Roscovitine,5994
D012395,Rose Bengal,5995
C053519,Rosen's T-10 protocol,5996
D000077154,Rosiglitazone,5997
C471074,rosiglitazone-metformin combination,5998
D000097123,Rosmarinic Acid,5999
C547390,rossicaside B,6000
C106263,rostafuroxin,6001
D000068718,Rosuvastatin Calcium,6002
D012402,Rotenone,6003
C047508,rotigotine,6004
C085746,rottlerin,6005
C053742,roxatidine acetate,6006
C059613,roxindole,6007
D015575,Roxithromycin,6008
C098221,RP 60180,6009
C572498,RS194B,6010
C107826,RS 67333,6011
C570842,RSVA314,6012
C570843,RSVA405,6013
C114870,RTI-113,6014
C101044,RTKI cpd,6015
C000589030,RU24782,6016
C000589029,RU24858,6017
C000626046,RU.521,6018
C046245,rubimaillin,6019
C079905,rubitecan,6020
C099154,ruboxistaurin,6021
C531549,rucaparib,6022
C079703,rufinamide,6023
C118874,rupintrivir,6024
D012428,Ruthenium,6025
D017975,Ruthenium Compounds,6026
D012430,Ruthenium Red,6027
C000589878,ruthmycin,6028
D012431,Rutin,6029
C540383,ruxolitinib,6030
C033110,RV 538,6031
C539273,RWJ 800088,6032
D012433,Ryanodine,6033
C092429,S 14080,6034
C056566,S 145,6035
C103198,S 18523,6036
C079198,S 1 (combination),6037
C099445,S 28463,6038
C045285,S-(2-chloroethyl)cysteine,6039
C518914,S-2-O-carbamoyl-1-o-chlorophenyl-ethanol,6040
C059447,S 312,6041
C408389,S 33084,6042
C095804,"(+)-(S)-5,5-dimethylmorpholinyl-2-acetic acid",6043
C077022,S 9788,6044
C042254,S 9871,6045
C069788,SA 3443,6046
C101789,SA 4503,6047
C057941,SAAVE,6048
C109640,sabcomeline,6049
C055163,sabeluzole,6050
C549068,sacubitril and valsartan sodium hydrate drug combination,6051
C016845,SAD-128,6052
D012436,S-Adenosylmethionine,6053
D012450,Safflower Oil,6054
C092797,safinamide,6055
C095444,saiko-ka-ryukotsu-borei-to,6056
C025759,saikosaponin D,6057
C080903,sairei-to,6058
C577623,salecan,6059
C413684,salicylaldehyde isonicotinoyl hydrazone,6060
D012459,Salicylates,6061
D020156,Salicylic Acid,6062
C014182,salicylsalicylic acid,6063
C010327,salinomycin,6064
C065299,S-allylcysteine,6065
